artist tags
The_Cure |post-punk, new wave, alternative, 80s, rock, alternative rock, goth, british, indie, Gothic Rock, Gothic, The Cure, pop, Post punk, darkwave, punk, goth rock, indie rock, classic rock, dark, UK, 90s, cold wave, jecks, britpop, melancholic, dark wave, electronic, male vocalists, groovy, Cure, favorites, english, soul, 70s, funk, 80's, funky, jazz, england, synth pop, acoustic, robert smith, Love, punk rock, emo, melancholy, synthpop, psychedelic, metal, depressive, experimental, indie pop, dream pop, atmospheric, Progressive rock, Awesome, shoegaze, Favourites, electronica, college rock, sad, industrial, Mellow, Grunge, instrumental, 00s, new romantic, Great Lyricists, beautiful, pop rock, Favorite Artists, ambient, singer-songwriter, favourite, chillout, genius, dance, Progressive, crawley, Recommended, pay attention, motown, depressing, classic, post-rock, wave, oldies, Favorite, alt rock, postpunk, 80s rock, female vocalists, amazing, Soundtrack, male vocalist, Favorite Bands, kickasstic, 80s alternative, alternative pop|
U2 |rock, classic rock, irish, pop, alternative, alternative rock, U2, 80s, 90s, pop rock, post-punk, ireland, indie, new wave, 00s, male vocalists, british, britpop, Pop-Rock, bono, favorites, indie rock, political, hard rock, electronic, Progressive rock, soft rock, Favorite, singer-songwriter, punk, irish rock, metal, Favorite Artists, dublin, classic, guitar, male vocalist, overrated, legend, UK, 70s, Love, Favorite Bands, beautiful, Favourites, dance, college rock, stadium rock, electronica, emo, cool, Great Lyricists, jazz, the best, acoustic, Post punk, christian, folk, Soundtrack, chillout, punk rock, funk, Pop/Rock, ambient, 80's, band, Grunge, 1980s, Rock and Roll, favourite, Hip-Hop, soul, Mellow, easy listening, rap, legends, favourite artists, female vocalists, arena rock, Awesome, One, alt rock, english, male, blues, good music, experimental, jecks, best, Britrock, Rock Pop, groovy, Coldplay, Favourite bands, Best Band EVER, modern rock, want to see live, chill, good, indie pop|
Flo_Rida |Hip-Hop, rap, hip hop, Dirty South, southern rap, dance, Flo Rida, rnb, pop, american, male vocalists, florida, step up 2, electronic, r&b, USA, electro hip-hop, miami, west coast, Flo-Rida, House, Hip Hop/Rap, rock, pop rap, hiphop, dance music, Crunk, electro hop, Low, Black, female vocalists, male, soul, club, commercial rap, party, duo, beat, 00s, Timbaland, hip-pop, jecks, hip-hop/rap, male vocalist, macinyazuwa, flo rider, step up 2 soundtrack, english, r'n'b, florida rap, right round, Southern Hip Hop, ost, Gangsta Rap, groovy, funk, funky, acoustic, Electro-Hop, Rap Hip-Hop, acid jazz, jazz, snap music, us, snap, 2000s, fun, american rap, techno rap, sexy, United States, black music, gangsta, southern hip-hop, Library, 1981, music, electrohop, 678-74-311-75, Rap US, golephish, yanki, All, Paul Stephens Clark, north atlanta, Class Of 2000, North Atlanta High School, cool, 4th ward, university of georgia, imawreck2, dj dumbass, shake your ass, metal, kareytobias, electronica, classic rock, Flo Ride, Rapper, please stop making music|
Lady_Gaga |pop, dance, electronic, female vocalists, female vocalist, Lady Gaga, electropop, american, singer-songwriter, gaga, sexy, glam, diva, 00s, electronica, dance-pop, Disco, synthpop, electro, dance pop, guilty pleasure, rock, legend, new york, party, hot, mother monster, poker face, <3, USA, techno, club, female, Queen, bitch, amazing, queen of pop, rnb, catchy, 10s, monster, Love, alternative, LADY, beautiful, House, jazz, electro-pop, gagalicious, love at first listen, genius, icon, Fierce, Bad Romance, urban, Pop bitches, fashion, pop rock, Electro Pop, soul, Hip-Hop, Electroclash, addictive, just dance, fun, Awesome, FUCKING AWESOME, epic, Guilty Pleasures, experimental, female vocals, retrosexual, favorites, eletronic, english, overrated, crazy, ladygaga, 2000s, upbeat, synth pop, powerpop, lovegame, urban pop, Brutal Death Metal, Favorite, born this way, synth, mainstream, Penis, THE FAME, 2008, dancefloor shaking, better than britney, indie, funk, danceable, dark pop, sex, Paparazzi|
OneRepublic |rock, pop rock, alternative, alternative rock, indie, pop, american, piano rock, male vocalists, OneRepublic, Pop-Rock, indie rock, soft rock, One Republic, USA, easy listening, 00s, indie pop, band, piano, amazing, Love, Awesome, favorites, relaxing, emo, United States, Colorado, Soundtrack, male vocalist, acoustic, punk rock, TVD, romantic, Mellow, soul, cloudy days, not emo, emotional, apologize, Discoverockult, chillout, rnb, beautiful, britpop, favourite, ryan tedder, singer-songwriter, want to see live, male, Good Stuff, sad, melodic, alternative pop-rock, The Vampire Diaries, Smallville, chill, relax, Adult Alternative, amazing voice, english, Coldplay, 10s, us, north america, mistagged artist, Genreless, catchy, Pop/Rock, fav, Best Band EVER, powerpop, memories, group, guitar, alternative pop, instrumental, Favorite, cool, piano-driven, lovely, live style, Ballad, melodic pop, bands, Rockaki, best, All The Right Moves, good lyrics, dreaming out loud, pop punk, electronic, rock am ring 2010, male vocal, All, soft, modern rock, punk, cute, childhood|
The_Smiths |indie, 80s, post-punk, new wave, alternative, british, rock, indie rock, alternative rock, britpop, indie pop, pop, Manchester, The Smiths, Morrissey, UK, jangle pop, classic rock, Post punk, melancholy, english, male vocalists, favorites, college rock, punk, Great Lyricists, smiths, england, 80's, Favourites, singer-songwriter, brit pop, emo, pop rock, Love, british i like, melancholic, sad, brit rock, electronic, Favorite, favourite, madchester, classic, genius, beautiful, guitar, Awesome, 1980s, Favorite Artists, depressing, folk, Brit, Progressive rock, 80s alternative, electronica, amazing, male vocalist, johnny marr, Rough Trade, psychedelic, british rock, hardcore, chillout, oldies, witty, shoegaze, Best Band EVER, acoustic, goth, punk rock, alternative pop, jazz, Grunge, dance, great lyrics, Moz, synth pop, Gothic, United Kingdom, Mellow, lyrics, Favourite bands, experimental, Soundtrack, post-rock, the best, female vocalists, dark, eighties, metal, favourite artists, 90s, glam, literate, queer, trip-hop, classics, Britrock, jangle|
Bob_Dylan |folk, singer-songwriter, classic rock, folk rock, rock, blues, 60s, Bob Dylan, american, acoustic, country, 70s, folk-rock, political, blues rock, legend, oldies, genius, male vocalists, indie, classic, americana, alternative, 80s, Dylan, USA, Great Lyricists, poet, poetry, country rock, favorites, pop, Minnesota, 90s, political folk, guitar, harmonica, Protest, 00s, god, Rock and Roll, Alt-country, singer songwriter, Favorite, indie rock, country-rock, american i like, Awesome, contemporary folk, poetic, alternative rock, songwriter, male vocalist, lyrics, gospel, Mellow, psychedelic, album rock, 60's, jazz, Love, Singer/Songwriter, chillout, Legendary, Favorite Artists, hippie, bob, influential, rock n roll, melancholy, great lyrics, Favourites, soul, sex, hard rock, blues-rock, duluth, classics, Progressive rock, 1960s, beautiful, punk, George Ellias, chill, rock & roll, overrated, us, Soundtrack, legends, electronic, singer-songwriters, United States, My Favorites, literate, new wave, female vocalists, Pop-Rock, the best, ellias, seen live|
Foster_the_People |indie, indie pop, alternative, american, los angeles, indie rock, pop, electronic, rock, alternative rock, male vocalists, indietronica, foster the people, alternative dance, electropop, dance, USA, Neo-Psychedelia, pumped up kicks, 10s, California, electronica, Indietronic, psychedelic pop, pop rock, 00s, Love, Electro Indie, too much fun, 2011, indie dance, Addicted, synthpop, soft rock, electro, listen, Dance-Rock, alternative pop, foster, LA, indie electronic, psychedelic, pleased to meet you, United States, indie kicks, 2010s, dubstep, bands and artists to check out, people, cool, sunshine, rock garage, sum 41, electronic rock, indie synth, Electro Pop, soooo indie, Chill Rock, The, fav, FTP, w kolejce, Pop-Rock, dance-pop, fave bands, CA, guys I would fuck, solid, funk, alternative pop-rock, Alternativo, us, female vocalists, summer, Alternative-Indie Rock, boring, mindie, bands, the strombo show, SoCal, amazing, best of 2011, seen live, owl city rip offs, shit mainstream, this is marketed shit, nuevo, saw live, radio poop, Grey's Anatomy, stop marketing faux hipster garbage, infectious, chillen, '00s, Angeles, Isom Innis, bands i've seen live, blue eyed soul, los, 00's|
Bastille |indie, alternative, electronic, british, House, indie rock, indie pop, pop, male vocalists, rock, synthpop, alternative rock, dubstep, english, pop rock, UK, indietronica, london, bastille, electronica, electro house, electro, want to see live, male vocalist, All, 10s, Dan Smith, england, dance, Like, Favourites, Chris Wood, NWOBHM, electronic rock, Will Farquarson, britpop, kyle simmons, pop alternative, seen live, french house, Indietronic, flaws, sachen die ich gerne hoeren mag, dj, male, SWR3 New Pop Festival, Unimaginable Brilliance, live gezien, Laura Palmer, heavy metal, wesleyan, 2 mal live, Indie/rock, livelivelive, Nicesound, Check out more, new2me, now thats what i call music, sammlung, non-asian, to-listen, live xe, radioparadise, indie crush, What would you do, os, uk ftw, upd, spotify, voice crush, nik recommends, seen live 13, geohash:gcpvj0e5m415, I own an album, Modern Harmonic Rock, 3FMcore, seen live by bjornhoog, randall likes, 53371173, atmosphere i like, 2013 06, punk electric, HAIM Radio, private light, CAA quest, seen live by barbarobella, 2013 discoveries, czech out, 2013, 2010s, 2011, synthtronica, party indie, the best of 2011, auf festival gesehen, egofm, relevant magazine, On the Radar, no soap, ultima speta|
Years_&_Years |electronic, indie, electropop, british, electronica, pop, alternative, indie pop, male vocalists, <3, electro-pop, United Kingdom, eletronic, downtempo, chillout, ambient, experimental, UK, dream pop, Drum and bass, dance, indietronica, 10s, eurosonic 2015, try, dot to dot - bristol 2014, want to see live, folktronic, years, postpop, Kitsune, UK artist, seen live seen live, listened but not scrobbled, under 5000 listeners, mru, 2010s, chillstep, Love, london, britpop, Progressive, synthpop, new wave, indie rock, freak folk, queer, dubstep, ambience, glitch, Radio, indie folk, soulful, folktronica, seen live|
The_National |indie, indie rock, alternative, rock, alternative rock, post-punk, american, Alt-country, indie pop, Post-punk revival, The National, melancholy, 00s, folk, chamber pop, male vocalists, new york, USA, singer-songwriter, americana, Brooklyn, Ohio, atmospheric, sadcore, Mellow, Cincinnati, favorites, beautiful, melancholic, acoustic, indie folk, seen live, Awesome, baritone, best of 2007, pop, sad, want to see live, slowcore, shoegaze, chillout, NYC, Bittersweet, Love, 2000s, dark, post-rock, remarkable voices, love at first listen, electronic, moody, Post punk, us, fucking amazing, Lo-Fi, seen live twice, 10s, art rock, experimental, male vocalist, Alternative Country-Rock, epic, emo, 2010s, seen live 2x, favourite, man beating a goat, ambient, brilliant, 90s, Indie-Rock, underrated, alternative country, bored but not boring, How to be in love, Love it, roskilde 07, how to handle yourself, how to deal with relationship problems, instrumental, amazing, haunting, folk rock, Favorite, Favourite bands, live, Rainy Day, baroque pop, national, chamber rock, All, bands i've seen live, punk, coachella 2008, gonna listen to, great, british, Recommended, soft rock, overwhelming beauty|
The_White_Stripes |rock, alternative, alternative rock, indie, indie rock, Garage Rock, blues, blues rock, american, punk, garage, The White Stripes, garage rock revival, 00s, detroit, hard rock, classic rock, jack white, punk blues, Lo-Fi, blues-rock, white stripes, USA, folk, pop, favorites, 90s, guitar, Recommended, punk rock, kickasstic, duo, Nashville, pay attention, Grunge, male vocalists, experimental, singer-songwriter, metal, Michigan, duos, Progressive rock, post-punk, emo, electronic, indie pop, Rock and Roll, Alt-country, female vocalists, Favourites, Garage Punk, psychedelic, britpop, americana, Awesome, Favorite, want to see live, Love, Stoner Rock, acoustic, cool, electronica, funk, rock n roll, soul, favourite, modern rock, jazz, jecks, chillout, Hip-Hop, folk rock, groovy, Favorite Artists, blues punk, country, meg white, 2000s, hardcore, minimalist, alt rock, white, instrumental, garage blues, funky, male vocalist, Detroit Rock, Psychedelic Rock, new wave, raw, favourite artists, fun, Indie-Rock, post-rock, Favorite Bands, seen live, pop rock, industrial, All, dance|
Jason_Derülo |rnb, pop, male vocalists, Jason Derulo, urban, r&b, Hip-Hop, american, dance, soul, electronic, Partymusic, United States, jason, hip hop, jason derulo watcha say, english, male vocalist, 00s, united states of america, justin bieber, amazing voice, r'n'b, not rnb, black music, florida, camryn, Modern hip-hop, rap, fantasy chocolate, USA, autotune, 2010s, beautiful, heart, rock, in my Head, Tonio Anthony, acoustic, sexy, rnb dance, male vocal, power pop, sunshine, miami, 22, floridian, House, Jay Sean, thats hot, contemporary rnb, ss2010, <3, jas der, party song, All, dance-pop, babarnb, 10s, favorites, smooth, obnoxious, us, i, male vocals, please come to guatemala, Kill The Noise, heavy artillery, nicki minaj, western artists, aj mclean, zeds dead, attention whore, what you say, io, foot fetish, tinie tempah, eblast, urban dance, shallow, kany west, like this one, smelly feet, post-hip hop, windows media player, if this were a pokemon i would catch it, music business, hot mess, bad music taste, Dulce Maria, guys I would fuck, bassnectar, 2 listen, urop, looks like a berk with that hat on, derullo, Skrillex, jsoaun, bababoy, rnb - house - hip hop|
Bon_Iver |folk, indie, singer-songwriter, acoustic, Lo-Fi, indie folk, american, alternative, Alt-country, americana, indie rock, pay attention, Recommended, kickasstic, male vocalists, Mellow, beautiful, folk rock, wisconsin, bon iver, 00s, chillout, rock, USA, indie pop, ambient, experimental, relaxing, winter, melancholic, freak folk, chill, melancholy, contemporary folk, favorites, pop, Love, art pop, male vocalist, a campire and a tent and a flashlight and some matches and a tree and that river and my glasses and a spaceship and a really really big bear but the bear is really really far away, singer songwriter, justin vernon, Eau Claire, ethereal, New Weird America, alternative rock, Favorite, want to see live, baroque pop, falsetto, love at first listen, Lowlands 2009, emotional, duyster, seen live, artists i must see before i die, amazing, George Ellias, ellias, 10s, soft, seen live 2012, beard, guitar and beard, sad, 4ad, Awesome, indie-folk, electronic, alt-folk, soul, Rainy Day, United States, introspective, best of 2008, jagjaguwar, minimal, bands i've seen live, folk-rock, Neo-Soul, folkalicious, haunting, guitar, 2011, seen live twice, Slow-coustic, Dreamy, overrated, handmade, Winterleaves, North American, cabin music, daytrotter, End Of The Road 2008, gilbert, easy listening, romantic, Favourites, post-rock, folksy|
Death_Cab_for_Cutie |indie, indie rock, alternative, rock, emo, indie pop, alternative rock, death cab for cutie, american, pop, Mellow, acoustic, favorites, chill, singer-songwriter, punk, Ben Gibbard, Love, death cab, chillout, washington, 00s, not emo, electronic, beautiful, melancholy, folk, seattle, USA, male vocalists, Favorite, Awesome, hardcore, amazing, pop rock, britpop, electronica, punk rock, Great Lyricists, Favorite Bands, 90s, screamo, Favourites, soft rock, classic rock, metal, lovely, Indie-Rock, want to see live, favourite, post-rock, Progressive rock, dream pop, relaxing, jazz, soft, experimental, Acoustic Rock, Favorite Artists, dcfc, Hip-Hop, good, post-punk, alternative pop, female vocalists, seen live, sad, calm, Soundtrack, ambient, indietronica, instrumental, the oc, new wave, bellingham, pop punk, trip-hop, barsuk, easy listening, relax, Lo-Fi, melancholic, ska, overrated, piano, rap, favourite artists, cool, Favourite bands, music, sweet, duyster, Pop-Rock, Faves, indie-pop, indie emo, deathcab, favs, my music, male vocalist|
James_Bay |indie, folk, singer-songwriter, british, indie pop, pop, indie folk, folk pop, sound of 2015, check out, United Kingdom, soul rock, pop rock, Awesome, acoustic, All, english, male vocalists, rock folk, guitar, genre: singer-songwriter, artist: james bay, eurosonic 2015, listened but not scrobbled, the bedford, UK artist, listen later, indie rock, Male Singer-Songwriter, Radio, seen live|
M83 |electronic, shoegaze, post-rock, indie, electronica, ambient, french, dream pop, experimental, indie rock, instrumental, alternative, chillout, synthpop, indietronica, atmospheric, rock, post rock, electro, france, idm, indie pop, new wave, m83, ambient pop, synth pop, pop, psychedelic, newgaze, trip-hop, ethereal, electropop, Dreamy, indie electronic, 00s, space rock, shoegazer, epic, chill, shoegazing, dreampop, dance, synth, downtempo, noise, alternative rock, beautiful, electronic rock, Mellow, nu-gaze, favorites, Dream, electronic shoegaze, All, post-punk, duyster, antibes, Soundtrack, Indietronic, wall of sound, Favourites, want to see live, darker than the deepest sea, Love, Awesome, french electro, relaxing, european, emotional, Hip-Hop, britpop, favourite, trance, techno, slowcore, nu gaze, male vocalists, noise rock, seen live, industrial, post-urbandepressive, chillwave, emo, chill out, singer-songwriter, Progressive, Progressive rock, jazz, 10s, Avant-Garde, cool, gooom, Favorite, spotify, punk, rap, Favorite Artists, 2010s, drone, hip hop|
Adele |soul, female vocalists, british, singer-songwriter, indie, pop, Adele, jazz, female vocalist, acoustic, UK, alternative, britpop, blues, indie pop, female, chillout, Neo-Soul, 00s, beautiful voice, london, rnb, Love, Mellow, folk, england, r&b, smooth, Blue-Eyed Soul, jazz-soul, rock, english, piano, beautiful, favorites, chill, soulful, indie rock, easy listening, Retro, Neo Soul, amazing, Rolling in the Deep, british soul, female vocal, alternative pop, 2010s, 10s, calm, retro-soul, 2011, romantic, overrated, chasing pavements, cool, blue eyed soul, rhythm and blues, fat, great voice, lovely, British Girls, Awesome, sexy, Favorite, all about maggie, vocal, diva, whalecore, United Kingdom, powerful voice, female singer-songwriter, female vocals, <3, someone like you, guitar, pop-soul, grammy winner, funk, Singer/Songwriter, jazzy, Adult Alternative, lounge, funky, retro soul, favourite, Soundtrack, Female Voices, pop rock, Brit, Amy Winehouse, Europe, folk-soul, melancholy, a, adult contemporary, groove, set fire to the rain, All, sweet, country|
Kings_of_Leon |rock, indie, indie rock, alternative, Southern Rock, alternative rock, american, Garage Rock, kings of leon, 00s, male vocalists, USA, Nashville, Tennessee, Alt-country, classic rock, blues, folk, garage rock revival, pop, pay attention, garage, Recommended, kickasstic, Rock and Roll, country rock, hard rock, favorites, punk, indie pop, Love, britpop, Sex on Fire, want to see live, country, pop rock, southern, blues rock, Progressive rock, Favourites, americana, british, rock n roll, sexy, Awesome, seen live, Kings, guitar, favourite, kol, Stoner Rock, <3, amazing, Grunge, Alternative Country-Rock, sex, Favorite, electronic, punk rock, live gesehen, post-punk, acoustic, live, love at first listen, seen, glassbones, bands i've seen live, alt rock, favourite artists, Indie-Rock, us, emo, soft rock, roskilde 2008, Retro, male vocalist, electronica, southside 2009, great, good, band, post-rock, Favorite Bands, beautiful, hurricane 2007, Favourite bands, Love it, folk rock, dance, cool, singer-songwriter, funk, Mellow, Favorite Artists, favs, use somebody, 2000s, hot, american trad rock, roskilde 08|
Pearl_Jam |Grunge, rock, alternative rock, alternative, 90s, hard rock, seattle, pearl jam, american, classic rock, eddie vedder, Grunge Rock, indie, USA, male vocalists, seattle sound, metal, favorites, punk, 00s, indie rock, Progressive rock, post-grunge, singer-songwriter, washington, 90s Rock, 90's, Favorite Artists, pop, Awesome, 80s, Favourite bands, Stoner Rock, political, thrash metal, Favourites, Great Lyricists, emo, PJ, Seattle rock, blues, folk, guitar, United States, alt rock, Nirvana, chillout, Favorite, heavy metal, male vocalist, 90s alternative, Nu Metal, psychedelic, punk rock, electronic, Favorite Bands, american rock, seen live, want to see live, modern rock, acoustic, pop rock, Post Grunge, favourite, female vocalists, Rock and Roll, great lyrics, amazing, soft rock, Jam, Love, cool, glassbones, alt, pearljam, funk, Hip-Hop, Garage Rock, best, classic, pop punk, hardcore, Vedder, Southside 2007, post-punk, experimental, industrial, High School, the best, folk rock, soul, jazz, favorite band, trip-hop, blues rock, favourite artists, overrated, heavy, My favorite bands, arena rock|
Carly_Rae_Jepsen |pop, Canadian, female vocalists, folk, acoustic, dance, Carly Rae Jepsen, canada, teen pop, pop rock, female vocalist, singer-songwriter, electronic, Canadian Idol, female, synthpop, canadian pop, dance pop, electropop, guilty pleasure, crust punk, 10s, Bridgit Mendler, chillout, curiosity, dance-pop, female vocal, sunflower, holloween skitz0rz, callmemaybe, Skitz0rz, World Music, 3, world, uitluisteren artist, my dance room, chill, fav888, one hit wonder, British Columbia, Kylie Minogue, beautiful, solo, pretty, alternative, Mission, female solo, cher lloyd, call me maybe, set the night on fire, camryn, 00s, e-pop, 2012, now or never, 1985-born, youngstar, cutest voice, 2010s, english singer, keep it going, kgrl, english vocalist, female pop, Englishmusic, Young, chillwave, Girl, selena gomez and the scene, free music, brown, youngfemale, english, youngvocalist, youngsinger, englishteen-pop, tugofwar, englishpop, englishteenpop, e-teenpop, female vocals, love songs, catchy, indie-pop, carly rae jepsen and owl city, soul, favourite, want, 4 Stars, All, love at first listen, rock, remix, kiss, canadians girls, rnb, Singer/Songwriter, maroon 5, DJENT, canadian singers|
Paramore |rock, pop punk, alternative, female vocalists, emo, alternative rock, punk, Paramore, pop rock, indie, punk rock, american, pop, female vocalist, indie rock, Fueled by Ramen, Pop-punk, power pop, Awesome, hayley williams, not emo, female vocals, 00s, <3, powerpop, USA, Love, favorites, twilight, amazing, female, christian, screamo, hardcore, Tennessee, Pop-Rock, christian rock, female fronted, emocore, decode, tits, acoustic, post-hardcore, riot, hayley, female vocal, Girl Rock, punk pop, Emo rock, Love it, want to see live, guilty pleasure, FUCKING AWESOME, singer-songwriter, cool, Favorite, Soundtrack, Favorite Bands, band, Franklin, Jeremy Davis, overrated, zac farro, live, Favourites, bands i've seen live, misery business, 2000s, josh farro, seen live, Taylor York, rock alternative, metal, female fronted rock, rock alternativo, Energetic, bands ive seen live, english, fun, favourite artists, ignorance, favourite, bands, All, female rock, Some Damn Good Music, best, Guilty Pleasures, post hardcore, emo punk, Rock Pop, pressure, chick rock, music, indie pop, hard rock, emo pop, great, Best Band EVER, poprock|
Pitbull |Hip-Hop, rap, Reggaeton, hip hop, Crunk, dance, Pitbull, pop, latin, male vocalists, rnb, Dirty South, electronic, american, spanish, miami, cuban, sexy, party, club, House, dancehall, hiphop, reggae, 00s, underground hip-hop, florida, southern rap, farofa, electro hop, rock, Ne-Yo, bbybluispbull, jecks, Electro-Hop, soul, party songs, swwg, funky, funk, Favorite, groovy, acid jazz, Gangsta Rap, Rabiosa, party music, hip-house, elias, male, english, hurban, raeggeton, hip house, pop-rap, United States, Latin Rap, italia, pop rap, Rapper, dirrrrty, 305, jazz, metal, cool, metalcore, electropop, acoustic, pitbul, music, Afrojack, G-funk, aj mclean, overrated, The L Word, backstreet boys, female vocalist, howie dorough, brian littrell, eurodance, 00's, hardcore, KRAAZY, veneto, Nick Carter, Officially Shit, Reggaeton  top-50, lmfao, Herman Medrano, Ay Chico, USA, howie d, Power metal, world, italian, Crunk Music, pitbull cuba miami, synthpop, 2001, Crunk Beatz, floridian|
Depeche_Mode |electronic, new wave, 80s, synthpop, synth pop, alternative, rock, british, electronica, Depeche Mode, pop, alternative rock, 90s, post-punk, industrial, darkwave, synth, new romantic, UK, dance, electro, indie, electropop, male vocalists, alternative dance, electronic rock, dark, Gothic, britpop, 00s, goth, synth rock, 80's, favorites, english, classic rock, synth-pop, ambient, DM, england, dark wave, experimental, techno, Depeche, chillout, Progressive rock, ebm, indie rock, trip-hop, Electro Pop, Love, favourite, Favorite Artists, sexy, Favourites, metal, want to see live, punk, Favorite, indie pop, favourite artists, Awesome, melancholy, electro-pop, pop rock, singer-songwriter, synthie pop, Post punk, Soundtrack, Dave Gahan, basildon, Gothic Rock, melancholic, alternative pop, wave, emo, psychedelic, 80s Pop, amazing, female vocalists, cool, hard rock, industrial rock, trance, chill, 1980s, 80, new age, Pop-Rock, Grunge, eighties, idm, classic, soul, the best, folk, Dance-Rock, Hip-Hop, hardcore, House|
Zedd |electronic, electro house, House, electro, dubstep, dance, german, Progressive House, complextro, electronica, Dub house, EDM, pop, All, zedd, alternative, club, electropop, electro-house, djs, electrohouse, wub wub, 2010s, dutch, dj, germany, I Must See Without Pants, 10s, techno, Skrillex, lesser known yet streamable artists, london, dutch house, trance, eltronic, best thing ever happened to music, 360, elektro-house, occidental, big room house, kaiserslautern, Knife party, kern, 2014, Lady Gaga, Electro Dubstep, progstep, sachen die ich gerne hoeren mag, big fish recordings, moombahton, wynne, pr0g-electronic, electr0-tech, essential plebcore, party feelings, artist: zedd, chillout, indie, Electroclash, minimal, amazing, slick, eurodance, Russia, dance-pop, deep house, Shady, not, tech-house, Club/Dance, Club Dance, 1, club house, Liquid, checkout, producer, hottie, xD, dim mak, bands i've seen live, brother, Kaskade, fidget house, aura, new favorite, seen live|
Meghan_Trainor |pop, soul, jazz, female vocalists, american, rock, 10s, singer-songwriter, doo wop, Officially Shit, United States, chubby, mt, love at first listen, 2010s, easy listening, female vocalist, fatcore, acoustic, love at first sound, Massachusetts, Blue-Eyed Soul, who the fuck gave this bitch a microphone, diva, massachusettsan, pop rock, r&b, Nick Jonas, shutup ppl she is awesome, dont cuss, Ariana Grande, listened but not scrobbled, FLOP, dont deny it she has a great voice, fat bitch, Jessie J Ariana Grande Nicki Minaj, yeah im a cat typing on a computer what are you gonna do about it, body positive, Ella Henderson, 2014 favourite, 2014, who gave this bitch a microphone, indie pop, rnb, party, Awesome, upbeat, relaxing, talented, Favorite Artists, female, Radio, catchy, harmonies, Retro, doo-wop, satanic death metal, fat, Girl, awful, bitch, retro pop, all things annoying in the world put together into one stupid bitch, jazz soul funk|
Queens_of_the_Stone_Age |Stoner Rock, rock, alternative rock, hard rock, alternative, stoner, desert rock, metal, indie, american, Queens Of The Stone Age, robot rock, Grunge, indie rock, Josh Homme, stoner metal, USA, 00s, Psychedelic Rock, psychedelic, Progressive rock, alternative metal, qotsa, 90s, punk, California, heavy metal, classic rock, Garage Rock, male vocalists, experimental, favorites, Neo-Psychedelia, seen live, Palm Desert, Desert, Awesome, punk rock, hardcore, emo, chillout, Progressive, pop, electronic, want to see live, United States, Rock and Roll, Favourites, heavy, guitar, Favourite bands, thrash metal, Dave Grohl, Hip-Hop, Kyuss, alt rock, britpop, post-grunge, Favorite, cool, singer-songwriter, rock n roll, new wave, post-punk, electronica, sexy, Favorite Bands, live, industrial, modern rock, death metal, Progressive metal, favourite, blues, queens, trip-hop, Mark Lanegan, hip hop, rap, Bands I have seen live, heavy rock, live gesehen, Love, Nu Metal, indie pop, queens of the stoneage, stonerrock, my music, pop rock, Experimental Rock, dance, us, post-rock, jazz, FUCKING AWESOME, alt, instrumental, 2000s, female vocalists, seen|
Modest_Mouse |indie, indie rock, alternative, rock, alternative rock, indie pop, american, Modest Mouse, emo, Lo-Fi, experimental, favorites, folk, 90s, washington, pop, punk, post-punk, 00s, noise pop, Awesome, USA, electronic, male vocalists, Favorite, chillout, post-rock, singer-songwriter, seattle, Progressive rock, electronica, want to see live, Love, kickasstic, Recommended, pay attention, Mellow, classic rock, psychedelic, amazing, chill, Favourites, indie folk, Alt-country, new wave, punk rock, post rock, Grunge, quirky, Hip-Hop, issaquah, instrumental, Indie-Rock, acoustic, jazz, fun, not emo, metal, Favorite Artists, alt rock, northwest, Good Stuff, favourite, britpop, seen live, hardcore, good, cool, Stoner Rock, rap, my music, epic, beautiful, summer, folk rock, My Favorites, ambient, pacific northwest, trip-hop, Experimental Rock, Driving, us, seen, Favorite Bands, female vocalists, hard rock, male vocalist, isaac brock, Great Lyricists, alt, screamo, seen in concert, interesting, Garage Rock, funk, ska, blues, pop rock, favs, 2000s|
The_Doors |classic rock, Psychedelic Rock, rock, psychedelic, 60s, blues, blues rock, 70s, The Doors, american, alternative, Acid Rock, hard rock, Progressive rock, indie, jim morrison, oldies, doors, USA, alternative rock, classic, California, male vocalists, legend, rock n roll, poetry, favorites, singer-songwriter, blues-rock, experimental, los angeles, jazz, Rock and Roll, pop, proto-punk, 60's, psychodelic rock, drugs, indie rock, metal, jecks, soul, groovy, Recommended, kickasstic, pay attention, punk, funk, Stoner Rock, electronic, Legendary, 80s, acoustic, genius, Awesome, hippie, funky, Favorite Artists, Morrison, trippy, chillout, Acid, Progressive, Love, male vocalist, folk, 1960s, legends, organ, album rock, United States, guitar, Grunge, LSD, poetic, classics, 60s rock, psychodelic, Psychedelia, Favourites, sexy, Favorite, Great Lyricists, punk rock, dark, art rock, good music, instrumental, old school, All, ray manzarek, Favorite Bands, psychadelic, Favourite bands, electronica, reggae, new wave, sixties, ambient, Soundtrack|
